Data;Ultimo;Abertura;Max;Min;Vol;Var(%);
13.02.2019;2.403,96;2.403,81;2.407,07;2.401,96;-;0,01;
12.02.2019;2.403,81;2.405,92;2.409,81;2.401,28;-;-0,09;
11.02.2019;2.405,91;2.402,59;2.405,91;2.399,65;-;0,14;
08.02.2019;2.402,61;2.400,83;2.402,68;2.396,21;-;0,07;
07.02.2019;2.400,83;2.398,82;2.402,71;2.398,08;-;0,09;
06.02.2019;2.398,71;2.404,14;2.409,17;2.395,70;-;-0,23;
05.02.2019;2.404,14;2.405,57;2.408,06;2.401,44;-;-0,06;
04.02.2019;2.405,57;2.408,15;2.411,10;2.403,03;-;-0,10;
01.02.2019;2.407,87;2.409,69;2.415,78;2.403,76;-;-0,08;
31.01.2019;2.409,69;2.398,04;2.410,50;2.394,51;-;0,49;
30.01.2019;2.398,04;2.392,95;2.399,28;2.391,82;-;0,21;
29.01.2019;2.392,96;2.380,57;2.393,65;2.380,57;-;0,52;
28.01.2019;2.380,57;2.387,98;2.390,38;2.380,57;-;-0,31;
24.01.2019;2.387,98;2.390,36;2.395,52;2.387,92;-;-0,10;
23.01.2019;2.390,37;2.395,49;2.398,38;2.390,37;-;-0,21;
22.01.2019;2.395,49;2.396,42;2.400,80;2.394,47;-;-0,04;
21.01.2019;2.396,41;2.398,21;2.399,06;2.395,20;-;-0,08;
18.01.2019;2.398,21;2.390,54;2.398,31;2.390,54;-;0,32;
17.01.2019;2.390,51;2.390,79;2.394,18;2.388,22;-;-0,01;
16.01.2019;2.390,76;2.386,42;2.390,76;2.386,42;-;0,19;
15.01.2019;2.386,34;2.388,13;2.391,31;2.384,40;-;-0,07;
14.01.2019;2.388,02;2.388,43;2.391,41;2.385,28;-;-0,02;
11.01.2019;2.388,43;2.387,97;2.391,13;2.386,38;-;0,02;
10.01.2019;2.387,97;2.392,59;2.395,26;2.386,53;-;-0,19;
09.01.2019;2.392,56;2.390,00;2.394,46;2.390,00;-;0,10;
08.01.2019;2.390,14;2.389,29;2.394,23;2.388,45;-;0,04;
07.01.2019;2.389,29;2.385,09;2.389,85;2.382,14;-;0,18;
04.01.2019;2.385,09;2.379,18;2.385,84;2.379,18;-;0,25;
03.01.2019;2.379,18;2.367,66;2.379,79;2.367,66;-;0,48;
02.01.2019;2.367,75;2.351,62;2.368,67;2.351,62;-;0,69;
28.12.2018;2.351,59;2.345,07;2.355,25;2.344,78;-;0,28;
27.12.2018;2.344,93;2.332,27;2.344,93;2.332,27;-;0,55;
26.12.2018;2.332,13;2.330,06;2.334,47;2.325,97;-;0,09;
21.12.2018;2.330,07;2.311,51;2.330,33;2.311,51;-;0,80;
20.12.2018;2.311,47;2.309,97;2.313,05;2.308,05;-;0,06;
19.12.2018;2.310,03;2.310,13;2.315,48;2.307,86;-;-0,00;
18.12.2018;2.310,13;2.305,52;2.313,96;2.305,52;-;0,20;
17.12.2018;2.305,48;2.305,38;2.310,16;2.302,49;-;0,00;
14.12.2018;2.305,38;2.299,14;2.306,22;2.296,27;-;0,27;
13.12.2018;2.299,14;2.293,65;2.300,31;2.292,57;-;0,24;
12.12.2018;2.293,65;2.298,55;2.300,26;2.291,60;-;-0,21;
11.12.2018;2.298,55;2.295,92;2.298,79;2.294,74;-;0,11;
10.12.2018;2.295,93;2.296,02;2.297,98;2.293,56;-;-0,00;
07.12.2018;2.296,02;2.294,30;2.298,66;2.293,46;-;0,06;
06.12.2018;2.294,60;2.294,96;2.297,01;2.288,78;-;-0,02;
05.12.2018;2.294,95;2.293,69;2.301,24;2.293,69;-;0,05;
04.12.2018;2.293,69;2.301,96;2.304,34;2.293,69;-;-0,36;
03.12.2018;2.302,09;2.300,47;2.305,35;2.298,60;-;0,07;
30.11.2018;2.300,47;2.300,05;2.303,85;2.296,01;-;0,02;
29.11.2018;2.300,05;2.290,81;2.300,06;2.288,27;-;0,42;
28.11.2018;2.290,53;2.287,30;2.291,18;2.283,11;-;0,14;
27.11.2018;2.287,26;2.288,07;2.289,58;2.283,86;-;-0,04;
26.11.2018;2.288,07;2.283,66;2.288,45;2.282,73;-;0,19;
23.11.2018;2.283,67;2.283,15;2.286,73;2.280,97;-;0,03;
22.11.2018;2.283,02;2.279,84;2.286,19;2.279,84;-;0,15;
21.11.2018;2.279,64;2.283,02;2.283,40;2.278,25;-;-0,15;
19.11.2018;2.283,02;2.277,61;2.283,02;2.274,00;-;0,24;
16.11.2018;2.277,63;2.272,14;2.278,79;2.264,77;-;0,24;
14.11.2018;2.272,16;2.259,91;2.272,58;2.258,95;-;0,54;
13.11.2018;2.259,91;2.262,29;2.264,49;2.257,69;-;-0,10;
12.11.2018;2.262,10;2.260,27;2.262,70;2.256,65;-;0,08;
09.11.2018;2.260,27;2.253,85;2.260,27;2.253,85;-;0,28;
08.11.2018;2.253,85;2.253,33;2.259,15;2.253,17;-;0,03;
07.11.2018;2.253,28;2.249,32;2.256,52;2.249,32;-;0,18;
06.11.2018;2.249,32;2.251,56;2.253,69;2.247,92;-;-0,10;
05.11.2018;2.251,56;2.250,62;2.256,19;2.248,59;-;0,04;
01.11.2018;2.250,62;2.242,44;2.253,07;2.239,61;-;0,36;
31.10.2018;2.242,44;2.234,18;2.243,06;2.233,12;-;0,38;
30.10.2018;2.233,99;2.223,29;2.234,20;2.223,29;-;0,48;
29.10.2018;2.223,37;2.220,36;2.225,24;2.219,22;-;0,14;
26.10.2018;2.220,24;2.213,96;2.220,65;2.209,89;-;0,29;
25.10.2018;2.213,85;2.207,31;2.216,94;2.207,31;-;0,30;
24.10.2018;2.207,33;2.206,57;2.211,13;2.206,57;-;0,03;
23.10.2018;2.206,57;2.200,89;2.211,08;2.198,10;-;0,26;
22.10.2018;2.200,88;2.192,39;2.200,88;2.192,39;-;0,40;
19.10.2018;2.192,19;2.188,47;2.195,76;2.188,47;-;0,17;
18.10.2018;2.188,42;2.189,14;2.192,92;2.188,37;-;-0,03;
17.10.2018;2.189,13;2.187,12;2.192,45;2.186,24;-;0,09;
16.10.2018;2.187,12;2.188,33;2.191,82;2.183,56;-;-0,05;
15.10.2018;2.188,25;2.176,08;2.188,38;2.176,08;-;0,56;
11.10.2018;2.176,07;2.174,16;2.179,50;2.172,00;-;0,09;
10.10.2018;2.174,20;2.172,48;2.177,50;2.171,12;-;0,08;
09.10.2018;2.172,49;2.159,59;2.175,44;2.156,12;-;0,60;
08.10.2018;2.159,50;2.153,11;2.161,32;2.147,67;-;0,30;
05.10.2018;2.153,10;2.141,88;2.154,42;2.141,88;-;0,52;
04.10.2018;2.141,89;2.145,91;2.146,75;2.138,83;-;-0,18;
03.10.2018;2.145,82;2.133,58;2.146,48;2.132,21;-;0,58;
02.10.2018;2.133,45;2.128,38;2.133,94;2.124,22;-;0,24;
01.10.2018;2.128,38;2.134,80;2.139,37;2.126,47;-;-0,30;
28.09.2018;2.134,80;2.128,82;2.135,09;2.125,61;-;0,28;
27.09.2018;2.128,82;2.129,03;2.134,70;2.128,25;-;-0,01;
26.09.2018;2.129,03;2.135,00;2.137,42;2.129,03;-;-0,28;
25.09.2018;2.135,01;2.141,54;2.144,35;2.132,50;-;-0,30;
24.09.2018;2.141,54;2.141,79;2.145,56;2.138,52;-;-0,01;
21.09.2018;2.141,79;2.142,50;2.146,26;2.139,98;-;-0,03;
20.09.2018;2.142,50;2.141,58;2.147,97;2.137,67;-;0,04;
19.09.2018;2.141,60;2.137,16;2.141,74;2.133,09;-;0,21;
18.09.2018;2.137,16;2.134,07;2.137,18;2.129,96;-;0,14;
17.09.2018;2.134,07;2.132,50;2.136,74;2.128,67;-;0,07;
14.09.2018;2.132,51;2.138,05;2.141,69;2.130,73;-;-0,26;
13.09.2018;2.137,97;2.134,39;2.138,04;2.130,33;-;0,17;
12.09.2018;2.134,39;2.126,87;2.134,39;2.121,85;-;0,35;
11.09.2018;2.126,87;2.131,93;2.132,63;2.123,75;-;-0,24;
10.09.2018;2.131,93;2.135,73;2.140,34;2.130,98;-;-0,18;
06.09.2018;2.135,75;2.135,83;2.139,12;2.133,68;-;-0,00;
05.09.2018;2.135,83;2.135,25;2.140,08;2.133,30;-;0,03;
04.09.2018;2.135,24;2.135,48;2.138,16;2.130,65;-;-0,01;
03.09.2018;2.135,47;2.139,40;2.142,08;2.130,25;-;-0,18;
31.08.2018;2.139,39;2.136,18;2.141,87;2.135,27;-;0,15;
30.08.2018;2.136,18;2.134,72;2.140,03;2.133,68;-;0,07;
29.08.2018;2.134,69;2.136,40;2.139,01;2.133,19;-;-0,08;
28.08.2018;2.136,40;2.134,76;2.137,59;2.130,77;-;0,08;
27.08.2018;2.134,76;2.131,35;2.140,25;2.131,35;-;0,17;
24.08.2018;2.131,18;2.131,27;2.138,75;2.131,07;-;-0,00;
23.08.2018;2.131,27;2.142,14;2.144,19;2.129,69;-;-0,51;
22.08.2018;2.142,25;2.144,63;2.148,58;2.138,48;-;-0,11;
21.08.2018;2.144,55;2.142,46;2.148,25;2.142,46;-;0,10;
20.08.2018;2.142,42;2.149,23;2.152,88;2.142,42;-;-0,32;
17.08.2018;2.149,20;2.152,38;2.153,54;2.145,46;-;-0,15;
16.08.2018;2.152,38;2.140,86;2.154,12;2.140,86;-;0,54;
15.08.2018;2.140,86;2.145,10;2.149,19;2.138,47;-;-0,20;
14.08.2018;2.145,10;2.139,60;2.146,45;2.139,60;-;0,27;
13.08.2018;2.139,40;2.144,55;2.148,80;2.138,83;-;-0,21;
10.08.2018;2.143,81;2.152,63;2.155,31;2.143,81;-;-0,41;
09.08.2018;2.152,58;2.152,59;2.155,51;2.149,70;-;0,00;
08.08.2018;2.152,58;2.152,17;2.155,58;2.150,54;-;0,02;
07.08.2018;2.152,16;2.154,61;2.157,56;2.149,61;-;-0,11;
06.08.2018;2.154,61;2.154,23;2.158,77;2.151,33;-;0,02;
03.08.2018;2.154,21;2.150,68;2.155,06;2.148,95;-;0,17;
02.08.2018;2.150,57;2.148,86;2.152,82;2.146,93;-;0,08;
01.08.2018;2.148,86;2.154,65;2.166,54;2.143,61;-;-0,26;
31.07.2018;2.154,44;2.145,70;2.154,69;2.145,70;-;0,41;
30.07.2018;2.145,70;2.144,97;2.153,75;2.144,50;-;0,04;
27.07.2018;2.144,93;2.146,88;2.150,96;2.142,03;-;-0,09;
26.07.2018;2.146,88;2.152,69;2.156,01;2.144,56;-;-0,27;
25.07.2018;2.152,69;2.151,20;2.153,48;2.148,02;-;0,07;
24.07.2018;2.151,14;2.153,44;2.155,66;2.147,41;-;-0,10;
23.07.2018;2.153,39;2.155,39;2.160,27;2.152,61;-;-0,09;
20.07.2018;2.155,23;2.149,64;2.155,97;2.149,64;-;0,23;
19.07.2018;2.150,28;2.147,97;2.152,72;2.145,36;-;0,11;
18.07.2018;2.147,96;2.147,82;2.152,76;2.146,43;-;0,01;
17.07.2018;2.147,81;2.139,64;2.148,21;2.139,64;-;0,39;
16.07.2018;2.139,57;2.147,36;2.151,48;2.136,36;-;-0,34;
13.07.2018;2.146,83;2.143,88;2.148,02;2.140,70;-;0,14;
12.07.2018;2.143,88;2.155,66;2.158,02;2.138,47;-;-0,54;
11.07.2018;2.155,62;2.148,72;2.155,63;2.145,36;-;0,32;
10.07.2018;2.148,73;2.153,78;2.154,71;2.146,22;-;-0,24;
06.07.2018;2.153,80;2.149,20;2.154,36;2.144,95;-;0,22;
05.07.2018;2.149,03;2.139,63;2.151,90;2.139,63;-;0,44;
04.07.2018;2.139,65;2.144,41;2.152,55;2.139,65;-;-0,22;
03.07.2018;2.144,41;2.132,93;2.144,41;2.132,93;-;0,55;
02.07.2018;2.132,78;2.125,17;2.135,66;2.123,87;-;0,36;
29.06.2018;2.125,22;2.110,91;2.125,51;2.110,91;-;0,68;
28.06.2018;2.110,91;2.109,27;2.113,26;2.104,68;-;0,08;
27.06.2018;2.109,27;2.102,17;2.110,13;2.102,17;-;0,35;
26.06.2018;2.101,82;2.093,89;2.104,29;2.093,89;-;0,38;
25.06.2018;2.093,83;2.094,50;2.099,66;2.091,55;-;-0,03;
22.06.2018;2.094,50;2.091,48;2.097,15;2.088,48;-;0,15;
21.06.2018;2.091,36;2.089,51;2.098,72;2.088,20;-;0,10;
20.06.2018;2.089,30;2.085,23;2.090,73;2.081,80;-;0,19;
19.06.2018;2.085,24;2.090,17;2.095,68;2.080,21;-;-0,24;
18.06.2018;2.090,17;2.106,28;2.108,40;2.088,62;-;-0,76;
15.06.2018;2.106,21;2.118,29;2.121,50;2.098,18;-;-0,58;
14.06.2018;2.118,50;2.127,64;2.133,38;2.118,50;-;-0,43;
13.06.2018;2.127,60;2.135,94;2.140,82;2.126,02;-;-0,40;
12.06.2018;2.136,04;2.139,31;2.147,87;2.133,78;-;-0,14;
11.06.2018;2.139,10;2.143,03;2.152,51;2.135,29;-;-0,18;
08.06.2018;2.142,99;2.161,70;2.165,60;2.139,69;-;-0,86;
07.06.2018;2.161,65;2.195,05;2.199,77;2.151,99;-;-1,52;
06.06.2018;2.195,05;2.209,89;2.209,89;2.194,75;-;-0,67;
05.06.2018;2.209,89;2.211,76;2.218,75;2.204,71;-;-0,08;
04.06.2018;2.211,56;2.211,67;2.221,20;2.207,90;-;-0,00;
01.06.2018;2.211,67;2.214,10;2.220,27;2.204,17;-;-0,11;
30.05.2018;2.214,11;2.203,73;2.214,34;2.199,39;-;0,48;
29.05.2018;2.203,59;2.184,69;2.203,59;2.179,06;-;0,87;
28.05.2018;2.184,69;2.206,73;2.207,84;2.174,61;-;-0,99;
25.05.2018;2.206,63;2.209,49;2.211,12;2.200,01;-;-0,12;
24.05.2018;2.209,39;2.220,02;2.222,37;2.200,31;-;-0,48;
23.05.2018;2.220,02;2.217,75;2.221,25;2.210,99;-;0,10;
22.05.2018;2.217,75;2.239,40;2.241,63;2.212,01;-;-0,97;
21.05.2018;2.239,40;2.250,94;2.252,40;2.238,74;-;-0,51;
18.05.2018;2.250,83;2.265,20;2.265,51;2.247,59;-;-0,63;
17.05.2018;2.265,20;2.277,70;2.278,00;2.264,05;-;-0,55;
16.05.2018;2.277,69;2.294,40;2.295,58;2.277,66;-;-0,72;
15.05.2018;2.294,26;2.301,22;2.301,22;2.287,21;-;-0,29;
14.05.2018;2.300,95;2.303,07;2.304,33;2.298,20;-;-0,09;
11.05.2018;2.303,06;2.302,68;2.305,79;2.296,78;-;0,02;
10.05.2018;2.302,68;2.305,44;2.306,96;2.297,25;-;-0,12;
09.05.2018;2.305,52;2.309,03;2.309,03;2.300,70;-;-0,15;
08.05.2018;2.309,05;2.313,08;2.314,84;2.304,83;-;-0,17;
07.05.2018;2.313,08;2.327,39;2.329,06;2.311,04;-;-0,61;
04.05.2018;2.327,39;2.327,30;2.328,15;2.318,36;-;0,00;
03.05.2018;2.327,30;2.326,33;2.330,70;2.321,43;-;0,04;
02.05.2018;2.326,43;2.337,25;2.340,26;2.323,18;-;-0,46;
30.04.2018;2.337,25;2.325,81;2.337,25;2.323,77;-;0,49;
27.04.2018;2.325,79;2.319,61;2.326,69;2.318,32;-;0,27;
26.04.2018;2.319,61;2.316,19;2.324,23;2.316,19;-;0,16;
25.04.2018;2.315,88;2.326,25;2.326,29;2.313,23;-;-0,47;
24.04.2018;2.326,74;2.330,98;2.333,82;2.323,02;-;-0,18;
23.04.2018;2.330,99;2.334,12;2.334,42;2.328,04;-;-0,13;
20.04.2018;2.334,12;2.340,63;2.340,84;2.332,07;-;-0,28;
19.04.2018;2.340,63;2.341,01;2.345,12;2.335,84;-;-0,02;
18.04.2018;2.341,00;2.344,61;2.347,35;2.340,10;-;-0,15;
17.04.2018;2.344,62;2.343,29;2.346,36;2.341,50;-;0,06;
16.04.2018;2.343,29;2.348,67;2.348,67;2.339,57;-;-0,23;
13.04.2018;2.348,67;2.346,17;2.350,90;2.344,71;-;0,11;
12.04.2018;2.346,08;2.347,55;2.350,98;2.346,01;-;-0,06;
11.04.2018;2.347,54;2.346,82;2.350,69;2.343,68;-;0,04;
10.04.2018;2.346,64;2.352,34;2.354,92;2.343,25;-;-0,24;
09.04.2018;2.352,34;2.362,18;2.362,18;2.344,07;-;-0,42;
06.04.2018;2.362,18;2.351,57;2.362,18;2.351,57;-;0,45;
05.04.2018;2.351,57;2.359,68;2.359,97;2.348,02;-;-0,34;
04.04.2018;2.359,67;2.359,64;2.362,42;2.352,35;-;0,02;
03.04.2018;2.359,13;2.353,96;2.363,58;2.353,04;-;0,22;
02.04.2018;2.353,96;2.357,54;2.374,15;2.349,31;-;-0,15;
29.03.2018;2.357,54;2.353,53;2.361,20;2.348,98;-;0,17;
28.03.2018;2.353,52;2.349,79;2.356,54;2.345,77;-;0,17;
27.03.2018;2.349,61;2.345,65;2.352,03;2.341,43;-;0,17;
26.03.2018;2.345,65;2.338,91;2.353,29;2.338,91;-;0,30;
23.03.2018;2.338,57;2.333,53;2.347,49;2.333,53;-;0,22;
22.03.2018;2.333,53;2.328,14;2.333,53;2.326,03;-;0,24;
21.03.2018;2.328,01;2.329,47;2.329,51;2.324,77;-;-0,06;
20.03.2018;2.329,47;2.324,41;2.329,47;2.322,07;-;0,22;
19.03.2018;2.324,41;2.322,12;2.327,72;2.317,88;-;0,10;
16.03.2018;2.322,11;2.322,04;2.322,79;2.318,68;-;0,00;
15.03.2018;2.322,04;2.317,93;2.322,37;2.313,72;-;0,18;
14.03.2018;2.317,86;2.316,95;2.320,48;2.312,24;-;0,04;
13.03.2018;2.316,95;2.312,75;2.318,60;2.312,49;-;0,18;
12.03.2018;2.312,85;2.307,69;2.314,19;2.303,48;-;0,23;
09.03.2018;2.307,55;2.301,34;2.307,76;2.300,52;-;0,27;
08.03.2018;2.301,44;2.296,47;2.304,07;2.296,47;-;0,22;
07.03.2018;2.296,47;2.294,79;2.298,25;2.292,47;-;0,07;
06.03.2018;2.294,79;2.295,40;2.298,17;2.293,34;-;-0,03;
05.03.2018;2.295,40;2.297,15;2.301,91;2.293,61;-;-0,07;
02.03.2018;2.297,10;2.303,74;2.306,21;2.293,14;-;-0,29;
01.03.2018;2.303,74;2.311,42;2.311,42;2.296,92;-;-0,33;
28.02.2018;2.311,41;2.296,52;2.311,41;2.296,52;-;0,65;
27.02.2018;2.296,52;2.298,00;2.304,29;2.294,95;-;-0,06;
26.02.2018;2.297,99;2.295,06;2.302,87;2.292,08;-;0,14;
23.02.2018;2.294,88;2.288,01;2.296,22;2.284,24;-;0,32;
22.02.2018;2.287,55;2.285,31;2.289,10;2.282,59;-;0,12;
21.02.2018;2.284,85;2.282,65;2.285,28;2.279,62;-;0,10;
20.02.2018;2.282,65;2.279,88;2.284,14;2.279,37;-;0,12;
19.02.2018;2.279,83;2.277,67;2.279,97;2.273,39;-;0,10;
16.02.2018;2.277,59;2.269,96;2.277,59;2.268,34;-;0,34;
15.02.2018;2.269,92;2.268,43;2.271,85;2.266,44;-;0,07;
14.02.2018;2.268,43;2.268,57;2.268,88;2.263,83;-;-0,01;
09.02.2018;2.268,57;2.267,28;2.269,95;2.264,07;-;0,06;
08.02.2018;2.267,28;2.267,05;2.270,96;2.265,23;-;0,01;
07.02.2018;2.267,09;2.267,54;2.268,54;2.260,45;-;-0,02;
06.02.2018;2.267,62;2.267,53;2.269,76;2.261,81;-;0,01;
05.02.2018;2.267,36;2.272,95;2.272,95;2.264,15;-;-0,24;
02.02.2018;2.272,80;2.275,99;2.277,35;2.269,21;-;-0,14;
01.02.2018;2.275,99;2.285,34;2.288,93;2.271,89;-;-0,40;
31.01.2018;2.285,23;2.278,19;2.287,89;2.277,93;-;0,31;
30.01.2018;2.278,14;2.275,41;2.280,25;2.274,73;-;0,12;
29.01.2018;2.275,42;2.279,14;2.279,14;2.271,86;-;-0,16;
26.01.2018;2.279,14;2.265,38;2.279,16;2.262,74;-;0,61;
24.01.2018;2.265,38;2.260,09;2.266,21;2.260,09;-;0,24;
23.01.2018;2.260,00;2.263,44;2.266,10;2.255,78;-;-0,15;
22.01.2018;2.263,35;2.267,67;2.270,81;2.263,35;-;-0,19;
19.01.2018;2.267,67;2.264,48;2.267,96;2.260,69;-;0,13;
18.01.2018;2.264,62;2.262,37;2.265,32;2.258,26;-;0,10;
17.01.2018;2.262,37;2.258,71;2.266,97;2.257,19;-;0,16;
16.01.2018;2.258,71;2.250,39;2.260,35;2.250,39;-;0,37;
15.01.2018;2.250,38;2.251,14;2.256,59;2.247,57;-;-0,05;
12.01.2018;2.251,56;2.246,55;2.253,05;2.244,25;-;0,22;
11.01.2018;2.246,55;2.243,40;2.253,71;2.239,91;-;0,14;
10.01.2018;2.243,41;2.240,94;2.244,42;2.235,71;-;0,11;
09.01.2018;2.240,93;2.242,59;2.242,61;2.236,00;-;-0,07;
08.01.2018;2.242,59;2.244,81;2.249,20;2.240,93;-;-0,10;
05.01.2018;2.244,81;2.248,29;2.249,19;2.244,14;-;-0,15;
04.01.2018;2.248,29;2.247,45;2.248,82;2.240,07;-;0,04;
03.01.2018;2.247,45;2.238,10;2.247,45;2.237,96;-;0,42;
02.01.2018;2.238,05;2.226,46;2.244,40;2.224,80;-;0,52;
28.12.2017;2.226,46;2.217,01;2.226,51;2.215,67;-;0,43;
27.12.2017;2.217,01;2.203,70;2.217,59;2.202,74;-;0,62;
26.12.2017;2.203,37;2.187,08;2.205,28;2.187,08;-;0,74;
22.12.2017;2.187,08;2.190,37;2.192,79;2.187,08;-;-0,15;
21.12.2017;2.190,37;2.191,38;2.197,13;2.188,94;-;-0,05;
20.12.2017;2.191,38;2.196,71;2.198,95;2.190,46;-;-0,24;
19.12.2017;2.196,71;2.194,21;2.197,98;2.191,85;-;0,12;
18.12.2017;2.194,18;2.194,89;2.196,13;2.189,84;-;-0,03;
15.12.2017;2.194,89;2.190,37;2.196,57;2.186,97;-;0,21;
14.12.2017;2.190,23;2.194,37;2.195,26;2.186,88;-;-0,19;
13.12.2017;2.194,37;2.194,05;2.197,29;2.190,50;-;0,04;
12.12.2017;2.193,57;2.193,48;2.197,62;2.190,57;-;0,00;
